time,power,VO2,cadence,lactate,rf,heart_rate,saturation
44,0,223.73,0,0.68333,8.5667,54.1,97
45,0,210.13,0,0.68,8.8219,54.6,97
46,0,196.54,0,0.67667,9.0772,55,97
47,0,319.14,0,0.67333,10.388,55.3,97
48,0,441.74,0,0.67,11.698,55.5,97
49,0,564.34,0,0.66667,13.009,55.8,97
50,0,686.94,0,0.66333,14.32,56,97
51,0,494.69,0,0.66,17.547,58,97
52,0,302.44,0,0.65667,20.773,60,97
53,0,110.19,0,0.65333,24,62,98
54,0,123.4,0,0.65,21.81,61.7,98
55,0,136.6,0,0.64667,19.62,61.4,98
56,0,149.81,0,0.64333,17.43,61.1,98
57,0,163.01,0,0.64,15.24,60.9,98
58,0,176.21,0,0.63667,13.05,60.6,97
59,0,189.42,0,0.63333,10.86,60.3,97
60,0,202.62,0,0.63,8.6705,60,97
61,0,191.3,0,0.63,8.439,59.1,97
62,0,179.98,0,0.63,8.2074,58.3,97
63,0,168.66,0,0.63,7.9759,57.4,97
64,0,157.34,0,0.63,7.7443,56.5,97
65,0,146.02,0,0.63,7.5128,55.6,97
66,0,134.7,0,0.63,7.2813,54.8,97
67,0,123.38,0,0.63,7.0497,53.9,97
68,0,112.06,0,0.63,6.8182,53,97
69,0,225.08,0,0.63,9.4364,53,97
70,0,338.11,0,0.63,12.055,53,97
71,0,451.13,0,0.63,14.673,53,97
72,0,564.16,0,0.63,17.291,53,97
73,0,784.11,0,0.63,17.462,53.7,97
74,0,1004.1,0,0.63,17.633,54.3,97
75,0,1224,0,0.63,17.804,55,97
76,0,1078.6,0,0.63,17.44,56.3,97
77,0,933.27,0,0.63,17.076,57.5,97
78,0,787.9,0,0.63,16.713,58.8,97
79,0,642.53,0,0.63,16.349,60,97
80,0,599.89,0,0.63,15.584,59.6,97
81,0,557.25,0,0.63,14.82,59.2,97
82,0,514.62,0,0.63,14.055,58.8,97
83,0,471.98,0,0.63,13.291,58.4,97
84,0,429.34,0,0.63,12.526,58,97
85,0,407.52,0,0.63,12.663,57.8,97
86,0,385.7,0,0.63,12.799,57.5,97
87,0,363.88,0,0.63,12.935,57.3,97
88,0,342.07,0,0.63,13.072,57,97
89,0,329.88,0,0.63,13.63,55.8,97
90,0,317.69,0,0.63,14.189,54.5,97
91,0,305.51,0,0.63,14.748,53.3,97
92,0,293.32,0,0.63,15.306,52,97
93,0,292.36,0,0.63,15.336,51.8,96
94,0,291.41,0,0.63,15.365,51.5,96
95,0,290.45,0,0.63,15.395,51.3,97
96,0,289.5,0,0.63,15.424,51,97
97,0,225.09,0,0.63,15.366,51,97
98,0,160.69,0,0.63,15.307,51,97
99,0,96.287,0,0.63,15.248,51,97
100,0,31.883,0,0.63,15.19,51,97
101,0,230.22,0,0.63,15.825,51.7,97
102,0,428.57,0,0.63,16.459,52.3,96
103,0,626.91,0,0.63,17.094,53,96
104,0,585.71,0,0.63,16.29,53.2,95
105,0,544.51,0,0.63,15.485,53.4,96
106,0,503.31,0,0.63,14.681,53.6,97
107,0,462.1,0,0.63,13.876,53.8,97
108,0,420.9,0,0.63,13.072,54,96
109,0,403.65,0,0.63,13.454,53.3,97
110,0,386.39,0,0.63,13.835,52.5,97
111,0,369.13,0,0.63,14.217,51.8,97
112,0,351.88,0,0.63,14.599,51,96
113,0,397.36,0,0.63,15.272,51.3,96
114,0,442.84,0,0.63,15.945,51.5,96
115,0,488.33,0,0.63,16.618,51.8,96
116,0,533.81,0,0.63,17.291,52,96
117,0,470.83,0,0.63,16.481,53.8,96
118,0,407.84,0,0.63,15.671,55.5,96
119,0,344.86,0,0.63,14.861,57.3,96
120,0,281.88,0,0.63,14.052,59,96
121,0,215.18,0,0.62917,15.03,58,96
122,0,148.48,0,0.62833,16.008,57,96
123,0,81.785,0,0.6275,16.986,56,96
124,0,15.086,0,0.62667,17.964,55,96
125,0,23.322,0,0.62583,16.906,54.5,96
126,0,31.558,0,0.625,15.847,54,96
127,0,39.793,0,0.62417,14.789,53.5,97
128,0,48.029,0,0.62333,13.73,53,97
129,0,120.32,0,0.6225,15.214,53,97
130,0,192.61,0,0.62167,16.698,53,97
131,0,264.9,0,0.62083,18.182,53,97
132,0,416.57,0,0.62,19.726,53,97
133,0,568.23,0,0.61917,21.27,53,97
134,0,719.9,0,0.61833,22.814,53,97
135,0,644.6,0,0.6175,20.769,52.8,97
136,0,569.3,0,0.61667,18.724,52.5,97
137,0,494,0,0.61583,16.679,52.3,97
138,0,418.7,0,0.615,14.634,52,97
139,0,502.1,0,0.61417,15.422,52.3,97
140,0,585.51,0,0.61333,16.209,52.7,97
141,0,668.92,0,0.6125,16.997,53,97
142,0,594.76,0,0.61167,17.071,53.5,97
143,0,520.61,0,0.61083,17.144,54,97
144,0,446.45,0,0.61,17.218,54.5,97
145,0,372.3,0,0.60917,17.291,55,97
146,0,391.16,0,0.60833,17.177,54.3,97
147,0,410.01,0,0.6075,17.063,53.7,97
148,0,428.87,0,0.60667,16.949,53,97
149,0,377.62,0,0.60583,16.129,52.8,97
150,0,326.36,0,0.605,15.309,52.6,97
151,0,275.11,0,0.60417,14.488,52.4,97
152,0,223.85,0,0.60333,13.668,52.2,97
153,0,172.6,0,0.6025,12.848,52,97
154,0,318.11,0,0.60167,17.745,52.5,97
155,0,463.61,0,0.60083,22.642,53,97
156,0,507.65,0,0.6,21.851,53.3,97
157,0,551.68,0,0.59917,21.061,53.5,97
158,0,595.72,0,0.59833,20.271,53.8,97
159,0,639.75,0,0.5975,19.481,54,97
160,0,592.77,0,0.59667,17.675,54.8,97
161,0,545.79,0,0.59583,15.869,55.6,97
162,0,498.81,0,0.595,14.064,56.4,97
163,0,451.82,0,0.59417,12.258,57.2,97
164,0,404.84,0,0.59333,10.453,58,97
165,0,342.1,0,0.5925,10.616,57.8,97
166,0,279.37,0,0.59167,10.778,57.7,97
167,0,216.63,0,0.59083,10.941,57.5,97
168,0,153.9,0,0.59,11.103,57.3,97
169,0,91.165,0,0.58917,11.266,57.2,97
170,0,28.43,0,0.58833,11.429,57,97
171,0,35.371,0,0.5875,13.519,56,97
172,0,42.312,0,0.58667,15.609,55,97
173,0,49.253,0,0.58583,17.699,54,97
174,0,135.91,0,0.585,17.597,54,97
175,0,222.58,0,0.58417,17.494,54,96
176,0,309.24,0,0.58333,17.391,54,96
177,0,252.54,0,0.5825,17.659,54.3,96
178,0,195.84,0,0.58167,17.926,54.5,96
179,0,139.13,0,0.58083,18.194,54.8,97
180,0,82.432,0,0.58,18.462,55,97
181,98,227.45,0,0.58217,18.974,55,97
182,99,372.47,58,0.58433,19.487,55,98
183,101,517.49,65,0.5865,20,55,98
184,101,673.86,75,0.58867,19.934,56,98
185,101,830.24,81,0.59083,19.868,57,98
186,101,986.61,84,0.593,19.802,58,98
187,101,967.83,86,0.59517,19.551,62.7,98
188,101,949.05,87,0.59733,19.299,67.3,98
189,101,930.27,88,0.5995,19.048,72,98
190,101,1086.2,88,0.60167,20.024,74.7,97
191,101,1242.2,88,0.60383,21.001,77.3,97
192,101,1398.1,88,0.606,21.978,80,97
193,101,1259,89,0.60817,20.941,83.3,97
194,101,1120,89,0.61033,19.905,86.7,97
195,101,980.87,89,0.6125,18.868,90,97
196,101,1014.9,90,0.61467,18.79,91.3,97
197,101,1048.9,90,0.61683,18.712,92.7,97
198,101,1082.9,91,0.619,18.634,94,98
199,101,1063.1,92,0.62117,19.295,95.3,98
200,101,1043.4,91,0.62333,19.957,96.7,98
201,101,1023.7,91,0.6255,20.619,98,98
202,101,1090,91,0.62767,20.914,98.7,98
203,101,1156.4,91,0.62983,21.21,99.3,99
204,101,1222.8,91,0.632,21.505,100,98
205,101,1241,91,0.63417,20.084,100.7,98
206,101,1259.2,91,0.63633,18.663,101.3,98
207,101,1277.4,91,0.6385,17.241,102,98
208,101,1334.9,91,0.64067,17.205,102.5,97
209,101,1392.5,91,0.64283,17.168,103,98
210,101,1450,91,0.645,17.131,103.5,98
211,101,1507.6,91,0.64717,17.094,104,98
212,101,1377.3,90,0.64933,19.261,104.5,97
213,101,1247,89,0.6515,21.429,105,98
214,101,1298.6,89,0.65367,20.687,105,98
215,101,1350.3,90,0.65583,19.945,105,98
216,101,1401.9,91,0.658,19.203,105,98
217,101,1453.5,91,0.66017,18.462,105,98
218,101,1463.7,92,0.66233,18.908,105.3,98
219,101,1473.8,92,0.6645,19.355,105.7,98
220,101,1484,91,0.66667,19.802,106,98
221,101,1469.1,91,0.66883,18.578,106,98
222,101,1454.3,91,0.671,17.353,106,98
223,101,1439.5,90,0.67317,16.129,106,97
224,101,1537.3,91,0.67533,16.628,106.3,97
225,101,1635.2,91,0.6775,17.128,106.5,97
226,101,1733,91,0.67967,17.627,106.8,97
227,101,1830.8,91,0.68183,18.127,107,97
228,101,1750,91,0.684,18.109,107.3,97
229,101,1669.2,92,0.68617,18.09,107.7,97
230,101,1588.4,91,0.68833,18.072,108,97
231,101,1649.6,91,0.6905,18.969,107.3,97
232,101,1710.7,91,0.69267,19.865,106.7,97
233,101,1771.9,91,0.69483,20.761,106,97
234,101,1754,91,0.697,20.17,105.7,97
235,101,1736.1,91,0.69917,19.579,105.3,97
236,101,1718.2,91,0.70133,18.987,105,98
237,101,1762.6,91,0.7035,18.85,105.3,98
238,101,1807,91,0.70567,18.713,105.7,98
239,101,1851.3,91,0.70783,18.576,106,98
240,101,1893.6,90,0.71,18.134,105.8,98
241,101,1935.9,90,0.71083,17.691,105.5,98
242,101,1978.2,91,0.71167,17.249,105.3,98
243,101,2020.4,91,0.7125,16.807,105,98
244,101,1889.5,92,0.71333,17.916,104.7,98
245,101,1758.5,92,0.71417,19.025,104.3,98
246,101,1627.5,92,0.715,20.134,104,98
247,101,1657.1,92,0.71583,20.343,103.7,98
248,101,1686.7,91,0.71667,20.552,103.3,99
249,101,1716.3,89,0.7175,20.761,103,98
250,101,1812.2,89,0.71833,21.133,103,98
251,101,1908.1,91,0.71917,21.505,103,98
252,101,1921.4,91,0.72,21.744,103,97
253,101,1934.7,91,0.72083,21.983,103,98
254,101,1948,91,0.72167,22.222,103,98
255,101,2056.5,91,0.7225,20.904,103,97
256,101,2165.1,91,0.72333,19.586,103,97
257,101,2273.6,92,0.72417,18.267,103,97
258,101,2382.2,92,0.725,16.949,103,98
259,101,2301.2,93,0.72583,16.794,102.7,98
260,101,2220.3,92,0.72667,16.639,102.3,98
261,101,2139.3,92,0.7275,16.484,102,98
262,101,1994.6,92,0.72833,18.396,102.3,97
263,101,1849.9,92,0.72917,20.309,102.7,97
264,101,1705.1,92,0.73,22.222,103,97
265,101,1637.4,92,0.73083,20.916,103.3,97
266,101,1569.7,92,0.73167,19.61,103.5,97
267,101,1501.9,92,0.7325,18.303,103.8,97
268,101,1434.2,92,0.73333,16.997,104,97
269,101,1577.3,92,0.73417,17.641,103.7,97
270,101,1720.5,92,0.735,18.284,103.3,97
271,101,1863.6,93,0.73583,18.927,103,97
272,101,1955.5,93,0.73667,18.606,102.7,98
273,101,2047.4,93,0.7375,18.285,102.3,97
274,101,2139.4,93,0.73833,17.964,102,97
275,101,2102.4,93,0.73917,18.873,102,97
276,101,2065.4,92,0.74,19.781,102,97
277,101,2028.4,92,0.74083,20.69,102,97
278,101,2004.3,91,0.74167,20.69,101.3,97
279,101,1980.2,91,0.7425,20.69,100.7,97
280,101,1956,90,0.74333,20.69,100,97
281,101,1840,90,0.74417,20.642,100.3,97
282,101,1724,91,0.745,20.595,100.7,97
283,101,1607.9,90,0.74583,20.548,101,97
284,101,1721.8,90,0.74667,19.228,101.3,97
285,101,1835.6,89,0.7475,17.908,101.5,97
286,101,1949.5,89,0.74833,16.587,101.8,97
287,101,2063.3,89,0.74917,15.267,102,97
288,101,1945.9,89,0.75,17.051,101.7,97
289,101,1828.5,89,0.75083,18.835,101.3,97
290,101,1711.1,89,0.75167,20.619,101,97
291,101,1698.7,89,0.7525,20.346,100.7,97
292,101,1686.2,89,0.75333,20.074,100.3,97
293,101,1673.8,90,0.75417,19.802,100,97
294,101,1885.4,91,0.755,21.222,100,97
295,101,2097,91,0.75583,22.642,100,97
296,101,2095.1,91,0.75667,21.695,100.3,97
297,101,2093.2,91,0.7575,20.748,100.7,97
298,101,2091.3,91,0.75833,19.802,101,97
299,101,2016.1,91,0.75917,19.199,101.5,98
300,101,1940.8,90,0.76,18.597,102,98
301,101,1865.6,90,0.76033,17.994,102.5,98
302,101,1790.3,89,0.76067,17.391,103,98
303,101,1906.5,89,0.761,20.6,104,98
304,101,2022.6,90,0.76133,23.81,105,98
305,101,1969.3,90,0.76167,23.42,105.3,98
306,101,1916,90,0.762,23.031,105.7,98
307,101,1862.7,90,0.76233,22.642,106,97
308,101,1983.5,90,0.76267,22.341,105.7,98
309,101,2104.3,90,0.763,22.04,105.3,98
310,101,2225.1,90,0.76333,21.739,105,97
311,101,2199.6,91,0.76367,21.389,105,97
312,101,2174.1,91,0.764,21.039,105,97
313,101,2148.7,89,0.76433,20.69,105,97
314,101,2122.1,88,0.76467,22.064,105,97
315,101,2095.6,89,0.765,23.438,105,97
316,101,2173.9,90,0.76533,22.924,104.7,97
317,101,2252.2,91,0.76567,22.411,104.3,97
318,101,2330.5,92,0.766,21.898,104,98
319,101,2295.1,92,0.76633,22.76,103.5,97
320,101,2259.8,92,0.76667,23.622,103,97
321,101,2230.4,91,0.767,22.692,103.3,97
322,101,2200.9,91,0.76733,21.763,103.7,97
323,101,2171.5,90,0.76767,20.833,104,98
324,101,2095.5,90,0.768,20.533,104.3,97
325,101,2019.6,89,0.76833,20.233,104.7,97
326,101,1943.6,89,0.76867,19.934,105,97
327,101,1944.4,89,0.769,20.069,104.3,98
328,101,1945.2,89,0.76933,20.204,103.7,98
329,101,1946,89,0.76967,20.339,103,98
330,101,1909.6,89,0.77,20.832,102.3,98
331,101,1873.2,89,0.77033,21.325,101.7,98
332,101,1836.7,90,0.77067,21.818,101,98
333,101,1871.1,90,0.771,21.06,101.7,97
334,101,1905.5,91,0.77133,20.302,102.3,97
335,101,1939.9,92,0.77167,19.544,103,97
336,101,1860.2,92,0.772,20.172,103,97
337,101,1780.6,91,0.77233,20.8,103,97
338,101,1700.9,90,0.77267,21.429,103,97
339,101,1791.2,90,0.773,21.639,103,97
340,101,1881.5,90,0.77333,21.849,103,97
341,101,1971.8,90,0.77367,22.059,103,97
342,101,1995.2,91,0.774,21.532,102.7,97
343,101,2018.6,90,0.77433,21.005,102.3,97
344,101,2042,91,0.77467,20.478,102,97
345,101,2025.7,91,0.775,20.501,102.3,96
346,101,2009.5,90,0.77533,20.525,102.7,96
347,101,1993.2,89,0.77567,20.548,103,97
348,101,2050.2,88,0.776,21.993,103,97
349,101,2107.2,89,0.77633,23.438,103,97
350,101,2206,93,0.77667,23.499,103,97
351,101,2304.8,95,0.777,23.561,103,97
352,101,2403.6,94,0.77733,23.622,103,97
353,101,2111.2,92,0.77767,23.305,103,97
354,101,1818.9,94,0.778,22.989,103,97
355,101,1994.4,94,0.77833,23.909,103.3,97
356,101,2170,91,0.77867,24.83,103.7,96
357,101,2345.5,89,0.779,25.751,104,97
358,101,2134,89,0.77933,23.946,104,97
359,101,1922.5,92,0.77967,22.14,104,97
360,101,2011.9,93,0.78,23.456,104.3,97
361,101,2101.3,93,0.78017,24.771,104.7,97
362,101,2190.7,92,0.78033,26.087,105,98
363,101,1956,90,0.7805,23.009,104.7,98
364,101,1721.3,91,0.78067,19.932,104.3,98
365,101,1486.6,92,0.78083,16.854,104,97
366,101,1628.9,90,0.781,18.988,104.3,97
367,101,1771.1,89,0.78117,21.122,104.7,98
368,101,1913.3,90,0.78133,23.256,105,97
369,101,2055.2,91,0.7815,22.906,105,97
370,101,2197.1,90,0.78167,22.556,105,97
371,101,2281.3,91,0.78183,23.621,104.7,97
372,101,2365.6,93,0.782,24.686,104.3,97
373,101,2449.8,95,0.78217,25.751,104,97
374,101,2182.8,96,0.78233,23.477,103,97
375,101,1915.8,96,0.7825,21.202,102,98
376,101,1648.8,97,0.78267,18.927,101,98
377,101,1872,96,0.78283,20.871,99.5,98
378,101,2095.1,96,0.783,22.814,98,98
379,101,1987.3,95,0.78317,22.202,97.7,98
380,101,1879.5,94,0.78333,21.591,97.3,98
381,101,1771.7,94,0.7835,20.979,97,98
382,101,1836.2,94,0.78367,19.304,98,98
383,101,1900.8,94,0.78383,17.629,99,98
384,101,1965.3,93,0.784,15.955,100,98
385,101,2029.8,93,0.78417,14.28,101,98
386,101,2094.3,92,0.78433,12.605,102,98
387,101,2012.8,91,0.7845,16.037,101.7,98
388,101,1931.3,90,0.78467,19.469,101.3,98
389,101,1849.8,91,0.78483,22.901,101,98
390,101,1832.7,94,0.785,23.403,101,98
391,101,1815.6,95,0.78517,23.904,101,98
392,101,1851.9,94,0.78533,24.033,101.7,98
393,101,1888.2,92,0.7855,24.162,102.3,98
394,101,1924.5,92,0.78567,24.291,103,98
395,101,1874.3,92,0.78583,23.684,103.5,98
396,101,1824,91,0.786,23.077,104,97
397,101,1855.9,90,0.78617,23.29,104.3,97
398,101,1887.8,91,0.78633,23.503,104.7,97
399,101,1919.7,92,0.7865,23.715,105,98
400,101,2103.9,93,0.78667,24.153,105,98
401,101,2288.1,92,0.78683,24.59,105,98
402,101,2203.3,93,0.787,23.884,105,98
403,101,2118.5,93,0.78717,23.178,105,98
404,101,2033.8,93,0.78733,22.472,105,98
405,101,2092.7,92,0.7875,22.228,105.3,98
406,101,2151.6,93,0.78767,21.983,105.7,98
407,101,2210.6,92,0.78783,21.739,106,98
408,101,2114.4,91,0.788,21.007,106,98
409,101,2018.1,91,0.78817,20.276,106,98
410,101,1921.9,91,0.78833,19.544,106,98
411,101,1931,91,0.7885,20.224,105.7,98
412,101,1940.2,92,0.78867,20.903,105.3,98
413,101,1949.3,93,0.78883,21.583,105,98
414,101,2095.5,93,0.789,22.51,105,98
415,101,2241.7,92,0.78917,23.438,105,98
416,101,2229,93,0.78933,22.898,105.7,98
417,101,2216.4,94,0.7895,22.358,106.3,98
418,101,2203.7,95,0.78967,21.818,107,98
419,101,2367.7,93,0.78983,23.204,107.5,98
420,135,2531.7,93,0.79,24.59,108,97
421,169,2382.8,90,0.79417,24.557,107.7,97
422,169,2233.9,88,0.79833,24.523,107.3,97
423,169,2085,88,0.8025,24.49,107,98
424,169,2013.9,89,0.80667,23.523,107,98
425,169,1942.9,90,0.81083,22.556,107,98
426,169,1979.6,90,0.815,23.07,107.3,98
427,169,2016.3,90,0.81917,23.583,107.7,98
428,169,2053,89,0.82333,24.096,108,98
429,169,2042.2,89,0.8275,23.906,108,97
430,169,2031.4,89,0.83167,23.715,108,97
431,169,2055.1,90,0.83583,22.902,108.3,98
432,169,2078.7,90,0.84,22.09,108.7,97
433,169,2102.4,91,0.84417,21.277,109,97
434,169,2238.7,92,0.84833,21.177,109.3,97
435,169,2375.1,91,0.8525,21.078,109.7,97
436,169,2511.4,89,0.85667,20.979,110,97
437,169,2375.7,88,0.86083,21.505,110,97
438,169,2239.9,88,0.865,22.031,110,97
439,169,2104.2,89,0.86917,22.556,110,97
440,169,2200,89,0.87333,23.326,111,97
441,169,2295.8,89,0.8775,24.096,112,97
442,169,2258.7,88,0.88167,24.295,112.3,97
443,169,2221.7,88,0.88583,24.493,112.7,97
444,169,2184.7,88,0.89,24.691,113,97
445,169,2209.7,89,0.89417,24.346,114,97
446,169,2234.7,89,0.89833,24,115,97
447,169,2298.8,90,0.9025,24.163,114.7,97
448,169,2362.9,90,0.90667,24.327,114.3,98
449,169,2427.1,89,0.91083,24.49,114,98
450,169,2387.9,89,0.915,23.964,114,98
451,169,2348.8,89,0.91917,23.438,114,98
452,169,2265.4,88,0.92333,22.474,113.7,98
453,169,2181.9,88,0.9275,21.511,113.3,98
454,169,2098.5,88,0.93167,20.548,113,98
455,169,2339.5,89,0.93583,21.604,113.7,98
456,169,2580.5,89,0.94,22.66,114.3,98
457,169,2821.5,89,0.94417,23.715,115,98
458,169,2599.3,90,0.94833,22.384,115,98
459,169,2377,91,0.9525,21.053,115,98
460,169,2424.9,92,0.95667,20.861,115,97
461,169,2472.8,92,0.96083,20.669,115,97
462,169,2520.6,91,0.965,20.478,115,97
463,169,2450.7,91,0.96917,21.087,115.3,97
464,169,2380.9,90,0.97333,21.696,115.7,97
465,169,2311,90,0.9775,22.305,116,97
466,169,2373.7,90,0.98167,21.79,116.3,97
467,169,2436.3,91,0.98583,21.276,116.7,97
468,169,2499,91,0.99,20.761,117,97
469,169,2552.9,92,0.99417,21.563,117.3,97
470,169,2606.9,92,0.99833,22.364,117.7,97
471,169,2660.8,92,1.0025,23.166,118,97
472,169,2526.5,92,1.0067,24.404,118,97
473,169,2392.3,92,1.0108,25.641,118,97
474,169,2292,93,1.015,25.426,117.5,97
475,169,2191.8,92,1.0192,25.21,117,97
476,169,2275.2,92,1.0233,24.871,116.7,97
477,169,2358.6,93,1.0275,24.532,116.3,97
478,169,2441.9,91,1.0317,24.194,116,97
479,169,2556.3,90,1.0358,23.455,115.3,97
480,169,2670.7,91,1.04,22.717,114.7,98
481,169,2785,91,1.045,21.978,114,98
482,169,2768.9,91,1.05,22.754,114.5,98
483,169,2752.8,91,1.055,23.529,115,98
484,169,2710.7,92,1.06,22.804,116,98
485,169,2668.6,92,1.065,22.078,117,97
486,169,2626.4,92,1.07,21.352,118,97
487,169,2661.4,91,1.075,21.754,118.3,97
488,169,2696.4,91,1.08,22.155,118.7,97
489,169,2731.4,92,1.085,22.556,119,97
490,169,2692.8,92,1.09,22.227,120,98
491,169,2654.1,92,1.095,21.898,121,98
492,169,2629.1,92,1.1,22.35,121.3,98
493,169,2604.1,91,1.105,22.803,121.7,98
494,169,2579.1,92,1.11,23.256,122,98
495,169,2839.4,93,1.115,23.347,122,98
496,169,3099.7,92,1.12,23.438,122,98
497,169,2973.4,91,1.125,22.819,122.7,97
498,169,2847.2,91,1.13,22.201,123.3,97
499,169,2720.9,91,1.135,21.583,124,97
500,169,2670.9,90,1.14,22.863,124,97
501,169,2620.8,90,1.145,24.143,124,97
502,169,2570.8,90,1.15,25.424,124,97
503,169,2674.3,92,1.155,23.275,123.5,97
504,169,2777.8,92,1.16,21.127,123,97
505,169,2658.1,91,1.165,22.182,122.7,97
506,169,2538.4,91,1.17,23.237,122.3,97
507,169,2418.7,92,1.175,24.291,122,97
508,169,2417.1,92,1.18,23.828,122.3,97
509,169,2415.4,92,1.185,23.364,122.7,97
510,169,2413.7,92,1.19,22.901,123,96
511,169,2511.4,92,1.195,21.846,123,96
512,169,2609.1,92,1.2,20.791,123,97
513,169,2706.7,92,1.205,19.737,123,97
514,169,2544.2,92,1.21,19.219,123,97
515,169,2381.7,92,1.215,18.7,123,97
516,169,2219.3,91,1.22,18.182,123,97
517,169,2553,91,1.225,20.996,123.5,97
518,169,2886.8,91,1.23,23.81,124,97
519,169,2975.6,92,1.235,22.842,124.3,97
520,169,3064.5,92,1.24,21.874,124.7,97
521,169,3153.4,92,1.245,20.906,125,97
522,169,3086,92,1.25,21.456,125,97
523,169,3018.6,92,1.255,22.006,125,97
524,169,2951.3,92,1.26,22.556,125,97
525,169,2838.5,92,1.265,21.749,124.7,97
526,169,2725.8,93,1.27,20.942,124.3,97
527,169,2613.1,93,1.275,20.134,124,97
528,169,2577.4,92,1.28,20.669,124,97
529,169,2541.7,93,1.285,21.204,124,97
530,169,2506.1,94,1.29,21.739,124,97
531,169,2566.7,94,1.295,22.681,124.5,97
532,169,2627.4,94,1.3,23.622,125,97
533,169,2430.4,94,1.305,22.437,124.7,97
534,169,2233.4,94,1.31,21.252,124.3,97
535,169,2036.4,94,1.315,20.067,124,97
536,169,2348.7,94,1.32,21.677,124,97
537,169,2661,93,1.325,23.286,124,97
538,169,2973.3,93,1.33,24.896,124,97
539,169,2864.7,94,1.335,23.642,124,97
540,169,2756,95,1.34,22.388,124,97
541,169,2826.3,95,1.3448,22.278,124.3,97
542,169,2896.5,94,1.3497,22.169,124.7,97
543,169,2966.8,93,1.3545,22.059,125,97
544,169,2842.1,92,1.3593,22.398,126,97
545,169,2717.3,93,1.3642,22.738,127,97
546,169,2592.6,93,1.369,23.077,128,97
547,169,2665.3,93,1.3738,21.003,126,97
548,169,2738,93,1.3787,18.928,124,97
549,169,2810.7,93,1.3835,16.854,122,97
550,169,2523.8,92,1.3883,21.643,123,97
551,169,2236.9,91,1.3932,26.432,124,97
552,169,2441.5,91,1.398,26.096,123.7,97
553,169,2646.2,91,1.4028,25.76,123.3,97
554,169,2850.9,91,1.4077,25.424,123,97
555,169,2869.6,91,1.4125,24.76,123,97
556,169,2888.3,92,1.4173,24.096,123,97
557,169,2781.6,92,1.4222,24.539,123,97
558,169,2674.9,93,1.427,24.981,123,97
559,169,2568.2,94,1.4318,25.424,123,97
560,169,2959.3,94,1.4367,25.587,123,97
561,169,3350.4,93,1.4415,25.751,123,97
562,169,3036.5,92,1.4463,24.772,123.3,97
563,169,2722.6,91,1.4512,23.793,123.7,97
564,169,2408.7,91,1.456,22.814,124,97
565,169,2453.6,92,1.4608,23.553,124.5,97
566,169,2498.5,92,1.4657,24.291,125,97
567,169,2696.2,92,1.4705,24.966,125.5,97
568,169,2893.9,91,1.4753,25.641,126,97
569,169,2842.4,91,1.4802,25.094,126,97
570,169,2790.9,92,1.485,24.547,126,97
571,169,2739.4,92,1.4898,24,126,97
572,169,2847.5,92,1.4947,24.397,126,97
573,169,2955.6,93,1.4995,24.793,126,97
574,169,2857,93,1.5043,23.646,126.3,97
575,169,2758.4,93,1.5092,22.499,126.7,97
576,169,2659.8,93,1.514,21.352,127,97
