time,power,VO2,cadence,lactate,rf,heart_rate,saturation,day
556,169,2888.3,92,1.4173,24.096,123.0,97.0,2
557,169,2781.6,92,1.4222,24.539,123.0,97.0,2
558,169,2674.9,93,1.427,24.981,123.0,97.0,2
559,169,2568.2,94,1.4318,25.424,123.0,97.0,2
560,169,2959.3,94,1.4367,25.587,123.0,97.0,2
561,169,3350.4,93,1.4415,25.751,123.0,97.0,2
562,169,3036.5,92,1.4463,24.772,123.3,97.0,2
563,169,2722.6,91,1.4512,23.793,123.7,97.0,2
564,169,2408.7,91,1.456,22.814,124.0,97.0,2
565,169,2453.6,92,1.4608,23.553,124.5,97.0,2
566,169,2498.5,92,1.4657,24.291,125.0,97.0,2
567,169,2696.2,92,1.4705,24.966,125.5,97.0,2
568,169,2893.9,91,1.4753,25.641,126.0,97.0,2
569,169,2842.4,91,1.4802,25.094,126.0,97.0,2
570,169,2790.9,92,1.485,24.547,126.0,97.0,2
571,169,2739.4,92,1.4898,24.0,126.0,97.0,2
572,169,2847.5,92,1.4947,24.397,126.0,97.0,2
573,169,2955.6,93,1.4995,24.793,126.0,97.0,2
574,169,2857.0,93,1.5043,23.646,126.3,97.0,2
575,169,2758.4,93,1.5092,22.499,126.7,97.0,2
576,169,2659.8,93,1.514,21.352,127.0,97.0,2
577,169,2696.9,93,1.5188,22.365,126.7,97.0,2
578,169,2734.0,93,1.5237,23.378,126.3,97.0,2
579,169,2771.1,93,1.5285,24.39,126.0,97.0,2
580,169,2990.4,93,1.5333,25.016,126.0,97.0,2
581,169,3209.7,93,1.5382,25.641,126.0,97.0,2
582,169,2947.9,93,1.543,23.463,126.0,97.0,2
583,169,2686.1,92,1.5478,21.286,126.0,97.0,2
584,169,2424.3,92,1.5527,19.108,126.0,97.0,2
585,169,2723.4,93,1.5575,22.43,126.0,97.0,2
586,169,3022.5,92,1.5623,25.751,126.0,97.0,2
587,169,3005.6,92,1.5672,25.232,126.0,97.0,2
588,169,2988.7,92,1.572,24.713,126.0,97.0,2
589,169,2971.8,93,1.5768,24.194,126.0,97.0,2
590,169,2754.5,92,1.5817,23.591,126.0,98.0,2
591,169,2537.1,92,1.5865,22.989,126.0,98.0,2
592,169,2542.1,92,1.5913,22.844,126.0,98.0,2
593,169,2547.2,93,1.5962,22.7,126.0,98.0,2
594,169,2552.2,93,1.601,22.556,126.0,98.0,2
595,169,2709.8,91,1.6058,24.379,126.0,98.0,2
596,169,2867.4,90,1.6107,26.201,126.0,97.0,2
597,169,2857.1,91,1.6155,25.978,125.7,97.0,2
598,169,2846.8,91,1.6203,25.755,125.3,97.0,2
599,169,2836.6,92,1.6252,25.532,125.0,97.0,2
600,169,2796.8,93,1.63,23.877,124.5,97.0,2
601,169,2757.0,94,1.6328,22.222,124.0,97.0,2
602,169,2713.0,94,1.6357,23.399,123.7,97.0,2
603,169,2669.0,93,1.6385,24.575,123.3,97.0,2
604,169,2625.0,93,1.6413,25.751,123.0,97.0,2
605,169,2661.6,94,1.6442,25.071,123.0,97.0,2
606,169,2698.3,93,1.647,24.39,123.0,97.0,2
607,169,2662.8,93,1.6498,24.628,123.0,97.0,2
608,169,2627.2,93,1.6527,24.866,123.0,97.0,2
609,169,2591.7,94,1.6555,25.105,123.0,97.0,2
610,169,2719.4,94,1.6583,25.768,124.0,97.0,2
611,169,2847.1,95,1.6612,26.432,125.0,97.0,2
612,169,2894.8,95,1.664,26.49,125.0,97.0,2
613,169,2942.5,94,1.6668,26.549,125.0,97.0,2
614,169,2901.1,93,1.6697,26.549,125.0,97.0,2
615,169,2859.8,91,1.6725,26.549,125.0,97.0,2
616,169,2957.4,92,1.6753,26.958,125.3,97.0,2
617,169,3055.0,92,1.6782,27.368,125.7,97.0,2
618,169,3152.5,94,1.681,27.778,126.0,97.0,2
619,169,2875.2,94,1.6838,25.054,126.7,97.0,2
620,169,2597.8,94,1.6867,22.331,127.3,97.0,2
621,169,2320.4,94,1.6895,19.608,128.0,97.0,2
622,169,2652.4,95,1.6923,22.049,128.0,97.0,2
623,169,2984.5,96,1.6952,24.49,128.0,97.0,2
624,169,3117.7,95,1.698,25.065,128.5,97.0,2
625,169,3250.9,93,1.7008,25.641,129.0,97.0,2
626,169,3087.1,92,1.7037,25.462,129.0,97.0,2
627,169,2923.2,93,1.7065,25.283,129.0,97.0,2
628,169,2759.4,93,1.7093,25.105,129.0,97.0,2
629,169,2835.9,93,1.7122,23.829,129.0,97.0,2
630,169,2912.3,92,1.715,22.553,129.0,97.0,2
631,169,2988.8,93,1.7178,21.277,129.0,97.0,2
632,169,2778.1,94,1.7207,23.404,129.0,97.0,2
633,169,2567.3,93,1.7235,25.532,129.0,97.0,2
634,169,2499.3,93,1.7263,24.484,128.3,97.0,2
635,169,2431.4,94,1.7292,23.436,127.7,97.0,2
636,169,2363.4,95,1.732,22.388,127.0,97.0,2
637,169,2529.6,95,1.7348,21.004,126.7,97.0,2
638,169,2695.8,95,1.7377,19.621,126.3,97.0,2
639,169,2862.0,94,1.7405,18.237,126.0,97.0,2
640,169,2766.1,94,1.7433,20.063,126.0,97.0,2
641,169,2670.2,93,1.7462,21.889,126.0,97.0,2
642,169,2574.3,93,1.749,23.715,126.0,97.0,2
643,169,2614.7,93,1.7518,23.094,125.5,97.0,2
644,169,2655.0,92,1.7547,22.472,125.0,97.0,2
645,169,2687.0,92,1.7575,22.444,125.0,97.0,2
646,169,2719.0,93,1.7603,22.416,125.0,97.0,2
647,169,2751.0,94,1.7632,22.388,125.0,97.0,2
648,169,2706.5,95,1.766,22.777,124.5,97.0,2
649,169,2662.1,95,1.7688,23.166,124.0,97.0,2
650,169,2665.3,94,1.7717,23.812,124.0,97.0,2
651,169,2668.6,94,1.7745,24.458,124.0,97.0,2
652,169,2671.8,94,1.7773,25.105,124.0,97.0,2
653,169,2769.3,93,1.7802,23.381,124.0,97.0,2
654,169,2866.8,92,1.783,21.657,124.0,97.0,2
655,169,2964.3,92,1.7858,19.934,124.0,97.0,2
656,169,2956.8,92,1.7887,20.836,124.0,97.0,2
657,187,2949.3,92,1.7915,21.739,124.0,97.0,2
658,224,2941.8,92,1.7943,22.642,124.0,98.0,2
659,243,2800.2,91,1.7972,23.926,124.0,98.0,2
660,243,2658.5,92,1.8,25.21,124.0,98.0,2
661,243,2694.3,94,1.8065,24.354,124.0,98.0,2
662,243,2730.1,93,1.813,23.498,124.0,97.0,2
663,243,2765.9,92,1.8195,22.642,124.0,97.0,2
664,243,2615.9,92,1.826,24.141,124.0,97.0,2
665,243,2466.0,92,1.8325,25.641,124.0,97.0,2
666,243,2606.2,92,1.839,26.273,124.0,98.0,2
667,243,2746.4,91,1.8455,26.906,124.0,98.0,2
668,243,2837.3,89,1.852,26.034,124.3,98.0,2
669,243,2928.3,89,1.8585,25.163,124.7,98.0,2
670,243,3019.3,90,1.865,24.291,125.0,98.0,2
671,243,2934.8,91,1.8715,24.194,125.5,98.0,2
672,243,2850.3,90,1.878,24.096,126.0,98.0,2
673,243,2973.4,90,1.8845,24.924,127.0,98.0,2
674,243,3096.4,89,1.891,25.751,128.0,98.0,2
675,243,3163.4,90,1.8975,26.513,128.3,98.0,2
676,243,3230.5,92,1.904,27.275,128.7,98.0,2
677,243,3297.5,93,1.9105,28.037,129.0,98.0,2
678,243,3281.6,92,1.917,27.78,130.0,98.0,2
679,243,3265.7,92,1.9235,27.523,131.0,97.0,2
680,243,3180.3,92,1.93,25.957,131.0,97.0,2
681,243,3094.9,92,1.9365,24.39,131.0,97.0,2
682,243,3091.4,92,1.943,25.296,131.5,97.0,2
683,243,3087.9,91,1.9495,26.201,132.0,98.0,2
684,243,2977.7,91,1.956,25.435,132.3,97.0,2
685,243,2867.5,90,1.9625,24.67,132.7,97.0,2
686,243,2757.4,90,1.969,23.904,133.0,97.0,2
687,243,2869.5,90,1.9755,23.763,133.5,97.0,2
688,243,2981.5,91,1.982,23.622,134.0,97.0,2
689,243,3053.3,92,1.9885,23.561,134.0,97.0,2
690,243,3125.1,96,1.995,23.499,134.0,97.0,2
691,243,3196.9,95,2.0015,23.438,134.0,97.0,2
692,243,3069.0,90,2.008,24.377,134.5,97.0,2
693,243,2941.1,91,2.0145,25.316,135.0,97.0,2
694,243,3010.0,93,2.021,27.364,135.0,97.0,2
695,243,3078.9,91,2.0275,29.412,135.0,97.0,2
696,243,2982.8,90,2.034,29.223,135.7,97.0,2
697,243,2886.7,91,2.0405,29.035,136.3,97.0,2
698,243,2790.6,91,2.047,28.846,137.0,97.0,2
699,243,2889.6,91,2.0535,28.122,137.0,97.0,2
700,243,2988.5,92,2.06,27.397,137.0,97.0,2
701,243,3122.7,91,2.0665,25.463,136.0,97.0,2
702,243,3256.9,91,2.073,23.529,135.0,98.0,2
703,243,3306.5,91,2.0795,23.529,134.0,97.0,2
704,243,3356.1,91,2.086,23.529,133.0,97.0,2
705,243,3405.7,91,2.0925,23.529,132.0,97.0,2
706,243,3370.9,90,2.099,24.37,133.5,97.0,2
707,243,3336.2,90,2.1055,25.21,135.0,97.0,2
708,243,3276.5,91,2.112,24.559,135.3,97.0,2
709,243,3216.8,91,2.1185,23.907,135.7,97.0,2
710,243,3157.1,92,2.125,23.256,136.0,97.0,2
711,243,3150.8,91,2.1315,22.949,134.5,97.0,2
712,243,3144.5,91,2.138,22.642,133.0,97.0,2
713,243,1589.8,90,2.1445,34.222,134.0,96.0,2
714,243,35.118,90,2.151,45.802,135.0,96.0,2
715,243,4686.3,91,2.1575,35.714,138.0,96.0,2
716,243,4373.0,92,2.164,31.653,137.3,97.0,2
717,243,4059.7,92,2.1705,27.591,136.7,97.0,2
718,243,3746.3,91,2.177,23.529,136.0,97.0,2
719,243,3597.1,92,2.1835,24.265,138.0,97.0,2
720,243,3447.9,93,2.19,25.0,140.0,97.0,2
721,243,3422.0,94,2.2043,26.101,139.7,97.0,2
722,243,3396.0,95,2.2187,27.201,139.3,97.0,2
723,243,3370.1,96,2.233,28.302,139.0,97.0,2
724,243,3308.4,95,2.2473,27.664,139.0,97.0,2
725,243,3246.7,93,2.2617,27.027,139.0,97.0,2
726,243,3200.9,94,2.276,27.532,139.5,97.0,2
727,243,3155.1,97,2.2903,28.037,140.0,97.0,2
728,243,3267.1,96,2.3047,27.972,140.5,97.0,2
729,243,3379.2,94,2.319,27.907,141.0,97.0,2
730,243,3481.5,92,2.3333,27.59,141.5,97.0,2
731,243,3583.9,91,2.3477,27.273,142.0,97.0,2
732,243,3595.7,91,2.362,27.525,142.0,97.0,2
733,243,3607.6,90,2.3763,27.778,142.0,96.0,2
734,243,3494.0,89,2.3907,27.177,142.3,96.0,2
735,243,3380.3,89,2.405,26.575,142.7,96.0,2
736,243,3266.7,88,2.4193,25.974,143.0,96.0,2
737,243,3197.0,88,2.4337,23.81,144.3,96.0,2
738,243,3127.3,87,2.448,21.645,145.7,96.0,2
739,243,3057.6,87,2.4623,19.481,147.0,96.0,2
740,243,3090.2,88,2.4767,23.694,144.5,96.0,2
741,243,3122.8,90,2.491,27.907,142.0,96.0,2
742,243,3293.7,90,2.5053,27.778,142.0,96.0,2
743,243,3464.6,89,2.5197,27.65,142.0,96.0,2
744,243,3474.5,89,2.534,26.812,142.5,96.0,2
745,243,3484.4,89,2.5483,25.974,143.0,96.0,2
746,243,3613.0,88,2.5627,27.987,142.5,96.0,2
747,243,3741.6,89,2.577,30.0,142.0,96.0,2
748,243,3629.7,90,2.5913,29.563,143.0,97.0,2
749,243,3517.8,90,2.6057,29.126,144.0,97.0,2
750,243,3429.5,89,2.62,28.592,143.7,97.0,2
751,243,3341.3,88,2.6343,28.057,143.3,97.0,2
752,243,3253.0,88,2.6487,27.523,143.0,97.0,2
753,243,3383.6,89,2.663,28.116,143.0,97.0,2
754,243,3514.3,89,2.6773,28.708,143.0,97.0,2
755,243,3429.7,88,2.6917,27.512,143.5,97.0,2
756,243,3345.2,88,2.706,26.316,144.0,97.0,2
757,243,3319.6,89,2.7203,26.983,144.0,97.0,2
758,243,3294.0,90,2.7347,27.65,144.0,97.0,2
759,243,3217.2,91,2.749,27.844,144.5,97.0,2
760,243,3140.4,85,2.7633,28.037,145.0,97.0,2
761,228,3198.1,82,2.7777,28.373,145.0,97.0,2
762,228,3255.7,91,2.792,28.708,145.0,97.0,2
763,235,3348.3,94,2.8063,29.818,145.0,97.0,2
764,235,3441.0,93,2.8207,30.928,145.0,97.0,2
765,243,3376.0,98,2.835,32.413,145.0,97.0,2
766,243,3311.0,97,2.8493,33.898,145.0,97.0,2
767,243,3198.9,95,2.8637,33.078,145.0,97.0,2
768,243,3086.7,94,2.878,32.258,145.0,97.0,2
769,243,3042.7,94,2.8923,30.763,144.5,97.0,2
770,243,2998.7,93,2.9067,29.268,144.0,97.0,2
771,243,3208.8,93,2.921,28.653,144.0,97.0,2
772,243,3418.8,93,2.9353,28.037,144.0,97.0,2
773,243,3452.2,94,2.9497,27.412,143.0,97.0,2
774,243,3485.6,95,2.964,26.786,142.0,97.0,2
775,243,3514.0,94,2.9783,26.515,142.0,97.0,2
776,217,3542.3,91,2.9927,26.245,142.0,97.0,2
777,206,3570.7,92,3.007,25.974,142.0,97.0,2
778,220,3530.4,95,3.0213,27.621,142.0,97.0,2
779,217,3490.1,95,3.0357,29.268,142.0,97.0,2
780,215,3423.9,94,3.05,28.719,142.5,97.0,2
781,219,3357.6,94,3.0585,28.169,143.0,97.0,2
782,217,3330.4,94,3.067,28.169,143.0,97.0,2
783,211,3303.2,93,3.0755,28.169,143.0,97.0,2
784,213,3275.7,93,3.084,28.37,143.0,97.0,2
785,213,3248.3,93,3.0925,28.571,143.0,97.0,2
786,214,3373.3,93,3.101,28.571,143.5,96.0,2
787,216,3498.2,94,3.1095,28.571,144.0,96.0,2
788,217,3285.2,94,3.118,26.401,143.7,96.0,2
789,219,3072.1,95,3.1265,24.23,143.3,96.0,2
790,223,2859.1,95,3.135,22.059,143.0,96.0,2
791,223,3235.9,95,3.1435,26.736,143.0,96.0,2
792,222,3612.8,95,3.152,31.414,143.0,96.0,2
793,222,3680.2,96,3.1605,31.414,143.5,96.0,2
794,220,3747.7,95,3.169,31.414,144.0,96.0,2
795,220,3713.7,94,3.1775,29.22,144.5,96.0,2
796,215,3679.7,94,3.186,27.027,145.0,96.0,2
797,215,3491.7,94,3.1945,27.275,145.0,96.0,2
798,218,3303.8,94,3.203,27.523,145.0,96.0,2
799,216,3362.9,94,3.2115,28.687,144.5,97.0,2
800,214,3422.1,93,3.22,29.851,144.0,97.0,2
801,214,3337.9,93,3.2285,27.969,144.0,97.0,2
802,215,3253.7,95,3.237,26.087,144.0,97.0,2
803,215,3328.9,94,3.2455,26.825,144.0,97.0,2
804,227,3404.0,91,3.254,27.564,144.0,97.0,2
805,243,3479.2,92,3.2625,28.302,144.0,97.0,2
806,222,3553.0,95,3.271,28.785,143.5,97.0,2
807,206,3626.9,93,3.2795,29.268,143.0,97.0,2
808,212,3309.9,93,3.288,28.209,143.0,97.0,2
809,212,2992.9,94,3.2965,27.149,143.0,97.0,2
810,212,2984.8,93,3.305,29.281,143.5,97.0,2
811,182,2976.8,90,3.3135,31.414,144.0,97.0,2
812,122,3177.6,77,3.322,31.414,143.5,97.0,2
813,61,3378.4,57,3.3305,31.414,143.0,97.0,2
814,30,3259.0,38,3.339,31.091,142.5,97.0,2
815,42,3139.6,29,3.3475,30.769,142.0,97.0,2
816,148,3222.8,42,3.356,29.603,142.0,97.0,2
817,243,3306.0,66,3.3645,28.436,142.0,97.0,2
818,242,3224.8,77,3.373,28.924,141.5,97.0,2
819,242,3143.6,78,3.3815,29.412,141.0,97.0,2
820,243,2681.0,82,3.39,31.189,141.0,97.0,2
821,243,2218.4,85,3.3985,32.967,141.0,97.0,2
822,243,2404.9,88,3.407,27.804,139.5,97.0,2
823,243,2591.5,90,3.4155,22.642,138.0,97.0,2
824,243,3328.9,92,3.424,26.321,137.5,97.0,2
825,243,4066.4,91,3.4325,30.0,137.0,97.0,2
826,243,3761.1,91,3.441,29.493,137.0,97.0,2
827,243,3455.7,92,3.4495,28.986,137.0,97.0,2
828,243,3011.9,92,3.458,27.554,137.0,97.0,2
829,243,2568.0,91,3.4665,26.123,137.0,97.0,2
830,243,2124.1,91,3.475,24.691,137.0,97.0,2
831,243,4057.4,92,3.4835,45.802,135.0,96.0,2
832,243,3935.5,92,3.492,35.453,135.5,95.0,2
833,243,3813.6,90,3.5005,25.105,136.0,95.0,2
834,243,3710.0,90,3.509,25.996,136.0,94.0,2
835,243,3606.5,90,3.5175,26.887,136.0,94.0,2
836,243,3502.9,90,3.526,27.778,136.0,94.0,2
837,243,3490.5,91,3.5345,28.523,136.0,94.0,2
838,243,3478.0,91,3.543,29.268,136.0,94.0,2
839,243,3388.7,91,3.5515,29.34,136.5,94.0,2
840,243,3299.4,90,3.56,29.412,137.0,94.0,2
841,243,3066.8,89,3.5642,26.852,137.0,93.0,2
842,243,2834.2,88,3.5683,24.291,137.0,93.0,2
843,243,3064.7,90,3.5725,24.633,137.3,94.0,2
844,243,3295.1,91,3.5767,24.975,137.7,94.0,2
845,243,3525.5,92,3.5808,25.316,138.0,94.0,2
846,243,3270.1,93,3.585,23.297,137.5,95.0,2
847,243,3014.6,93,3.5892,21.277,137.0,95.0,2
848,243,3438.2,93,3.5933,25.417,137.0,95.0,2
849,243,3861.8,92,3.5975,29.557,137.0,95.0,2
850,243,3630.2,92,3.6017,29.341,138.0,96.0,2
851,243,3398.6,93,3.6058,29.126,139.0,96.0,2
852,243,3405.8,95,3.61,28.763,139.3,96.0,2
853,243,3413.0,97,3.6142,28.4,139.7,96.0,2
854,243,3420.2,97,3.6183,28.037,140.0,97.0,2
855,243,3471.8,95,3.6225,29.019,141.0,97.0,2
856,243,3523.4,95,3.6267,30.0,142.0,97.0,2
857,243,3418.6,96,3.6308,29.354,142.0,97.0,2
858,243,3313.8,95,3.635,28.708,142.0,96.0,2
859,243,3125.6,94,3.6392,27.23,142.0,96.0,2
860,243,2937.3,94,3.6433,25.751,142.0,96.0,2
861,243,3370.0,94,3.6475,28.833,142.5,96.0,2
862,243,3802.6,93,3.6517,31.915,143.0,96.0,2
863,243,3600.1,93,3.6558,29.911,143.0,97.0,2
864,243,3397.6,93,3.66,27.907,143.0,97.0,2
865,243,3264.6,94,3.6642,26.357,143.0,97.0,2
866,243,3131.5,95,3.6683,24.806,143.0,97.0,2
867,243,2998.5,94,3.6725,23.256,143.0,97.0,2
868,243,3161.0,92,3.6767,25.453,143.0,97.0,2
869,243,3323.6,91,3.6808,27.65,143.0,97.0,2
870,243,3360.4,91,3.685,28.531,143.0,96.0,2
871,243,3397.2,92,3.6892,29.412,143.0,96.0,2
872,243,3418.2,92,3.6933,28.992,143.5,96.0,2
873,243,3439.2,92,3.6975,28.571,144.0,96.0,2
874,243,3438.3,92,3.7017,29.137,144.0,96.0,2
875,243,3437.3,92,3.7058,29.703,144.0,96.0,2
876,243,3249.9,93,3.71,28.009,144.5,96.0,2
877,243,3062.4,93,3.7142,26.316,145.0,96.0,2
878,243,3298.6,92,3.7183,28.309,145.0,96.0,2
879,243,3534.8,92,3.7225,30.303,145.0,96.0,2
880,243,3357.5,92,3.7267,28.485,144.5,96.0,2
881,243,3180.1,93,3.7308,26.667,144.0,96.0,2
882,243,3117.5,91,3.735,26.361,144.3,96.0,2
883,243,3054.9,91,3.7392,26.056,144.7,96.0,2
884,243,2992.4,92,3.7433,25.751,145.0,96.0,2
885,243,3178.0,91,3.7475,26.96,145.0,95.0,2
886,243,3363.6,89,3.7517,28.169,145.0,96.0,2
887,243,3426.8,89,3.7558,26.43,145.5,95.0,2
888,243,3489.9,89,3.76,24.691,146.0,95.0,2
889,243,3569.7,89,3.7642,27.052,145.5,95.0,2
890,243,3649.5,89,3.7683,29.412,145.0,95.0,2
891,243,3497.4,89,3.7725,28.38,145.0,95.0,2
892,243,3345.4,89,3.7767,27.348,145.0,95.0,2
893,243,3193.3,89,3.7808,26.316,145.0,95.0,2
894,243,3908.8,89,3.785,32.609,145.0,95.0,2
895,207,3838.3,90,3.7892,31.768,145.0,95.0,2
896,136,3767.8,95,3.7933,30.928,145.0,95.0,2
897,101,3421.8,101,3.7975,30.77,145.0,95.0,2
898,101,3075.7,102,3.8017,30.612,145.0,95.0,2
899,101,3364.3,99,3.8058,31.096,144.5,95.0,2
900,101,3652.9,96,3.81,31.579,144.0,95.0,2
901,101,3570.7,94,3.8132,32.006,145.0,95.0,2
902,101,3488.5,93,3.8163,32.432,146.0,95.0,2
903,101,3535.4,93,3.8195,32.791,145.5,95.0,2
904,101,3582.2,92,3.8227,33.149,145.0,95.0,2
905,101,3433.6,92,3.8258,33.149,145.5,95.0,2
906,101,3284.9,92,3.829,33.149,146.0,95.0,2
907,101,3115.9,93,3.8322,32.448,145.0,95.0,2
908,101,2946.8,93,3.8353,31.746,144.0,95.0,2
909,101,3118.3,93,3.8385,31.417,144.0,95.0,2
910,101,3289.8,94,3.8417,31.088,144.0,96.0,2
911,101,3297.7,94,3.8448,30.619,143.5,96.0,2
912,101,3305.6,93,3.848,30.151,143.0,96.0,2
913,101,3061.5,94,3.8512,26.95,142.7,96.0,2
914,101,2817.4,94,3.8543,23.749,142.3,96.0,2
915,101,2573.2,94,3.8575,20.548,142.0,96.0,2
916,101,3475.9,94,3.8607,30.769,141.0,96.0,2
917,101,3575.5,95,3.8638,31.342,141.0,96.0,2
918,101,3675.0,95,3.867,31.915,141.0,96.0,2
919,101,3443.5,96,3.8702,30.381,140.5,95.0,2
920,101,3211.9,96,3.8733,28.846,140.0,95.0,2
921,101,3149.1,95,3.8765,26.666,138.3,95.0,2
922,101,3086.4,95,3.8797,24.485,136.7,95.0,2
923,101,3023.7,96,3.8828,22.305,135.0,95.0,2
924,101,2681.6,97,3.886,27.819,134.5,95.0,2
925,101,2339.5,97,3.8892,33.333,134.0,95.0,2
926,101,3051.2,95,3.8923,39.216,132.0,95.0,2
927,101,3112.5,96,3.8955,35.806,131.7,95.0,2
928,101,3173.7,97,3.8987,32.396,131.3,95.0,2
929,101,3234.9,97,3.9018,28.986,131.0,95.0,2
930,101,3198.5,96,3.905,28.511,130.5,95.0,2
931,101,3162.1,96,3.9082,28.037,130.0,95.0,2
932,101,2945.5,95,3.9113,27.844,130.0,95.0,2
933,101,2728.9,94,3.9145,27.65,130.0,95.0,2
934,101,2926.6,93,3.9177,27.4,130.0,95.0,2
935,101,3124.4,94,3.9208,27.149,130.0,95.0,2
936,101,3095.1,94,3.924,28.281,128.5,95.0,2
937,101,3065.8,96,3.9272,29.412,127.0,95.0,2
938,101,3077.0,97,3.9303,27.738,126.3,95.0,2
939,101,3088.1,97,3.9335,26.064,125.7,95.0,2
940,101,3099.3,98,3.9367,24.39,125.0,95.0,2
941,101,2886.6,98,3.9398,23.516,125.0,95.0,2
942,101,2673.9,95,3.943,22.642,125.0,96.0,2
943,101,2796.3,94,3.9462,23.428,124.7,96.0,2
944,101,2918.8,95,3.9493,24.214,124.3,95.0,2
945,101,3041.2,97,3.9525,25.0,124.0,95.0,2
946,101,2990.5,98,3.9557,25.658,123.0,95.0,2
947,101,2939.7,97,3.9588,26.316,122.0,95.0,2
948,101,2585.8,96,3.962,23.975,121.3,95.0,2
949,101,2231.8,96,3.9652,21.634,120.7,95.0,2
950,101,1877.9,97,3.9683,19.293,120.0,95.0,2
951,101,2330.6,98,3.9715,23.665,120.0,95.0,2
952,101,2783.4,99,3.9747,28.037,120.0,95.0,2
953,101,2897.3,99,3.9778,27.717,119.5,95.0,2
954,101,3011.1,98,3.981,27.397,119.0,95.0,2
955,101,2834.6,97,3.9842,26.329,118.7,95.0,2
956,101,2658.2,96,3.9873,25.261,118.3,96.0,2
957,101,2481.7,96,3.9905,24.194,118.0,96.0,2
958,101,2537.3,96,3.9937,26.05,118.0,96.0,2
959,101,2593.0,96,3.9968,27.907,118.0,96.0,2
960,101,2504.2,96,4.0,27.287,118.0,96.0,2
961,101,2415.5,95,3.9978,26.667,118.0,96.0,2
962,101,2445.8,95,3.9957,27.352,117.5,95.0,2
963,101,2476.2,94,3.9935,28.037,117.0,95.0,2
964,101,2483.9,94,3.9913,28.037,115.5,95.0,2
965,101,2491.5,94,3.9892,28.037,114.0,95.0,2
966,101,2420.6,97,3.987,27.994,114.3,95.0,2
967,101,2349.6,99,3.9848,27.95,114.7,95.0,2
968,101,2278.6,100,3.9827,27.907,115.0,95.0,2
969,101,2369.6,99,3.9805,27.715,115.0,95.0,2
970,101,2460.6,97,3.9783,27.523,115.0,95.0,2
971,101,2453.1,95,3.9762,25.714,114.5,95.0,2
972,101,2445.5,95,3.974,23.904,114.0,95.0,2
973,101,2345.1,96,3.9718,24.167,113.7,95.0,2
974,101,2244.7,97,3.9697,24.429,113.3,95.0,2
975,101,2144.3,96,3.9675,24.691,113.0,96.0,2
976,101,2199.7,95,3.9653,25.504,113.0,95.0,2
977,101,2255.1,94,3.9632,26.316,113.0,95.0,2
978,101,2328.8,94,3.961,26.491,113.0,95.0,2
979,101,2402.5,94,3.9588,26.667,113.0,95.0,2
980,101,2312.4,94,3.9567,25.941,113.3,95.0,2
981,101,2222.3,94,3.9545,25.215,113.7,95.0,2
982,101,2132.1,93,3.9523,24.49,114.0,95.0,2
983,101,2167.0,94,3.9502,24.957,112.5,95.0,2
984,101,2201.9,99,3.948,25.424,111.0,95.0,2
985,101,2215.7,102,3.9458,26.105,111.0,95.0,2
986,101,2229.5,103,3.9437,26.786,111.0,95.0,2
987,101,2164.0,104,3.9415,26.707,111.0,95.0,2
988,101,2098.4,102,3.9393,26.628,111.0,95.0,2
989,101,2032.8,100,3.9372,26.549,111.0,95.0,2
990,101,2048.3,100,3.935,26.727,111.0,95.0,2
991,101,2063.9,100,3.9328,26.906,111.0,95.0,2
992,101,2135.3,100,3.9307,26.328,111.0,95.0,2
993,101,2206.7,100,3.9285,25.751,111.0,95.0,2
994,101,2203.6,100,3.9263,26.268,111.5,95.0,2
995,101,2200.6,98,3.9242,26.786,112.0,95.0,2
996,101,2376.2,98,3.922,28.099,111.5,95.0,2
997,101,2551.9,99,3.9198,29.412,111.0,95.0,2
998,101,2308.8,99,3.9177,29.857,112.0,95.0,2
999,101,2065.7,97,3.9155,30.303,113.0,95.0,2
1000,101,1944.9,94,3.9133,29.681,113.3,95.0,2
1001,101,1824.1,93,3.9112,29.058,113.7,95.0,2
1002,101,1703.3,92,3.909,28.436,114.0,95.0,2
1003,101,1765.4,92,3.9068,25.111,113.3,95.0,2
1004,101,1827.5,94,3.9047,21.786,112.7,95.0,2
1005,101,1889.6,95,3.9025,18.462,112.0,95.0,2
1006,101,2095.3,96,3.9003,21.231,111.5,95.0,2
1007,101,2300.9,95,3.8982,24.0,111.0,95.0,2
1008,101,2376.7,93,3.896,24.85,111.0,95.0,2
1009,101,2452.4,93,3.8938,25.699,111.0,95.0,2
1010,101,2528.2,93,3.8917,26.549,111.0,95.0,2
1011,101,2572.8,93,3.8895,26.973,111.5,95.0,2
1012,101,2617.4,94,3.8873,27.397,112.0,95.0,2
1013,101,2436.9,97,3.8852,26.304,111.5,95.0,2
1014,101,2256.4,101,3.883,25.21,111.0,95.0,2
1015,101,2277.1,101,3.8808,26.69,110.0,95.0,2
1016,101,2297.9,98,3.8787,28.169,109.0,95.0,2
1017,101,2308.9,97,3.8765,27.537,110.0,95.0,2
1018,101,2320.0,97,3.8743,26.906,111.0,95.0,2
1019,101,1932.3,97,3.8722,24.882,111.0,95.0,2
1020,101,1544.7,95,3.87,22.857,111.0,95.0,2
1021,101,1157.0,95,3.862,20.833,111.0,95.0,2
1022,101,1213.2,95,3.854,22.292,110.0,95.0,2
1023,101,1269.5,97,3.846,23.751,109.0,95.0,2
1024,101,1325.7,97,3.838,25.21,108.0,95.0,2
